timestamp,satellite_id,sequence_number,temperature,battery,signal_strength,latitude,longitude,packet_hash,signature
2026-08-20T04:13:48Z,SAT-EO-01,2540,18.04,82.66,-72.61,-52.8676,-116.5493,,
2026-08-20T04:13:54Z,SAT-EO-01,2541,18.66,82.96,-73.34,-53.0551,-116.5242,,
2026-08-20T04:14:00Z,SAT-EO-01,2542,18.79,82.75,-71.67,-53.238,-116.4994,,
2026-08-20T04:14:06Z,SAT-EO-01,2543,18.15,82.76,-71.3,-53.4208,-116.4742,,
2026-08-20T04:14:12Z,SAT-EO-01,2544,18.37,82.57,-71.91,-53.6008,-116.4492,,
2026-08-20T04:14:18Z,SAT-EO-01,2545,18.77,83.11,-74.06,-53.7798,-116.4239,,
2026-08-20T04:14:24Z,SAT-EO-01,2546,18.61,82.28,-71.22,-53.9554,-116.3988,,
2026-08-20T04:14:30Z,SAT-EO-01,2547,18.28,82.79,-71.07,-54.1274,-116.3738,,
2026-08-20T04:14:36Z,SAT-EO-01,2548,18.02,82.57,-71.67,-54.2959,-116.3491,,
2026-08-20T04:14:42Z,SAT-EO-01,2549,18.48,82.87,-72.93,-54.4657,-116.3237,,
2026-08-20T04:14:48Z,SAT-EO-01,2550,18.16,82.69,-71.97,-54.632,-116.2986,,
2026-08-20T04:14:54Z,SAT-EO-01,2551,18.09,83.12,-70.4,-54.7987,-116.273,,
2026-08-20T04:15:00Z,SAT-EO-01,2552,18.34,82.45,-72.21,-54.956,-116.2485,,
2026-08-20T04:15:06Z,SAT-EO-01,2553,18.34,82.22,-72.12,-55.1107,-116.224,,
2026-08-20T04:15:12Z,SAT-EO-01,2554,18.88,82.58,-72.75,-55.2651,-116.1992,,
2026-08-20T04:15:18Z,SAT-EO-01,2555,18.44,82.55,-72.29,-55.4167,-116.1745,,
2026-08-20T04:15:24Z,SAT-EO-01,2556,18.23,82.44,-71.58,-55.5674,-116.1496,,
2026-08-20T04:15:30Z,SAT-EO-01,2557,18.71,82.67,-72.02,-55.7195,-116.1239,,
2026-08-20T04:15:36Z,SAT-EO-01,2558,18.84,82.07,-71.52,-55.8676,-116.0986,,
2026-08-20T04:15:42Z,SAT-EO-01,2559,18.76,82.5,-72.27,-56.0115,-116.0735,,
2026-08-20T04:15:48Z,SAT-EO-01,2560,18.39,82.5,-72.47,-56.1544,-116.0482,,
2026-08-20T04:15:54Z,SAT-EO-01,2561,18.24,82.34,-73.02,-56.2921,-116.0233,,
2026-08-20T04:16:00Z,SAT-EO-01,2562,18.36,82.17,-71.33,-56.4311,-115.9978,,
2026-08-20T04:16:06Z,SAT-EO-01,2563,18.48,82.77,-73.15,-56.5639,-115.9729,,
2026-08-20T04:16:12Z,SAT-EO-01,2564,18.8,81.97,-72.88,-56.695,-115.9479,,
2026-08-20T04:16:18Z,SAT-EO-01,2565,17.97,82.62,-73.89,-56.8253,-115.9226,,
2026-08-20T04:16:24Z,SAT-EO-01,2566,17.7,81.94,-72.57,-56.9545,-115.897,,
2026-08-20T04:16:30Z,SAT-EO-01,2567,19.1,82.28,-72.61,-57.0805,-115.8715,,
2026-08-20T04:16:36Z,SAT-EO-01,2568,17.93,81.89,-71.65,-57.2042,-115.846,,
2026-08-20T04:16:43Z,SAT-EO-01,2569,18.11,82.42,-72.01,-57.3234,-115.8208,,
2026-08-20T04:16:48Z,SAT-EO-01,2570,18.19,82.49,-71.31,-57.4374,-115.7962,,
2026-08-20T04:16:54Z,SAT-EO-01,2571,17.71,82.02,-73.36,-57.5519,-115.771,,
2026-08-20T04:17:00Z,SAT-EO-01,2572,18.41,82.26,-72.18,-57.6624,-115.7461,,
2026-08-20T04:17:07Z,SAT-EO-01,2573,18.26,81.99,-72.09,-57.7734,-115.7205,,
2026-08-20T04:17:13Z,SAT-EO-01,2574,17.94,82.36,-73.57,-57.8807,-115.6951,,
2026-08-20T04:17:19Z,SAT-EO-01,2575,17.89,82.16,-72.6,-57.9864,-115.6695,,
2026-08-20T04:17:25Z,SAT-EO-01,2576,17.66,82.33,-73.37,-58.0886,-115.6442,,
2026-08-20T04:17:31Z,SAT-EO-01,2577,18.58,81.9,-71.56,-58.1858,-115.6194,,
2026-08-20T04:17:37Z,SAT-EO-01,2578,18.08,82.34,-73.53,-58.2797,-115.5948,,
2026-08-20T04:17:43Z,SAT-EO-01,2579,17.84,81.9,-73.85,-58.3744,-115.5694,,
2026-08-20T04:17:49Z,SAT-EO-01,2580,18.18,82.05,-72.37,-58.4663,-115.544,,
2026-08-20T04:17:55Z,SAT-EO-01,2581,17.87,82.46,-73.1,-58.554,-115.519,,
2026-08-20T04:18:01Z,SAT-EO-01,2582,18.15,82.23,-72.97,-58.6398,-115.4939,,
2026-08-20T04:18:07Z,SAT-EO-01,2583,18.37,82.03,-72.85,-58.7219,-115.4691,,
2026-08-20T04:18:13Z,SAT-EO-01,2584,17.9,82.26,-72.96,-58.8016,-115.4442,,
2026-08-20T04:18:19Z,SAT-EO-01,2585,18.14,82.06,-72.03,-58.8802,-115.4189,,
2026-08-20T04:18:25Z,SAT-EO-01,2586,18.1,82.13,-70.58,-58.9545,-115.3942,,
2026-08-20T04:18:31Z,SAT-EO-01,2587,17.57,82.06,-73.05,-59.027,-115.3692,,
2026-08-20T04:18:37Z,SAT-EO-01,2588,18.62,82.32,-73.73,-59.0984,-115.3436,,
2026-08-20T04:18:43Z,SAT-EO-01,2589,18.36,82.19,-73.2,-59.1671,-115.3181,,
2026-08-20T04:18:49Z,SAT-EO-01,2590,18.43,82.12,-73.81,-59.232,-115.2929,,
2026-08-20T04:18:55Z,SAT-EO-01,2591,18.12,82.5,-74.11,-59.2932,-115.2683,,
2026-08-20T04:19:01Z,SAT-EO-01,2592,17.84,82.01,-72.59,-59.3541,-115.2426,,
2026-08-20T04:19:07Z,SAT-EO-01,2593,18.11,81.83,-73.36,-59.4122,-115.2171,,
2026-08-20T04:19:14Z,SAT-EO-01,2594,18.48,81.78,-73.07,-59.4675,-115.1915,,
2026-08-20T04:19:20Z,SAT-EO-01,2595,18.36,82.18,-71.06,-59.5189,-115.1665,,
2026-08-20T04:19:25Z,SAT-EO-01,2596,17.68,81.65,-72.59,-59.5672,-115.1418,,
2026-08-20T04:19:32Z,SAT-EO-01,2597,17.3,81.99,-73.37,-59.6145,-115.1162,,
2026-08-20T04:19:38Z,SAT-EO-01,2598,17.78,82.23,-72.76,-59.6588,-115.0908,,
2026-08-20T04:19:44Z,SAT-EO-01,2599,18.06,82.04,-73.81,-59.6992,-115.0661,,
2026-08-20T04:19:50Z,SAT-EO-01,2600,18.41,81.89,-72.22,-59.7383,-115.0407,,
2026-08-20T04:19:56Z,SAT-EO-01,2601,17.96,81.64,-74.31,-59.7734,-115.0161,,
2026-08-20T04:20:02Z,SAT-EO-01,2602,17.8,81.84,-72.17,-59.806,-114.9915,,
2026-08-20T04:20:07Z,SAT-EO-01,2603,17.85,81.93,-71.23,-59.8362,-114.9668,,
2026-08-20T04:20:14Z,SAT-EO-01,2604,18.38,81.72,-72.16,-59.8645,-114.9416,,
2026-08-20T04:20:19Z,SAT-EO-01,2605,17.62,82.35,-73.42,-59.8896,-114.9168,,
2026-08-20T04:20:25Z,SAT-EO-01,2606,17.57,81.91,-72.58,-59.9121,-114.8921,,
2026-08-20T04:20:31Z,SAT-EO-01,2607,17.72,82.18,-73.5,-59.9319,-114.8676,,
2026-08-20T04:20:37Z,SAT-EO-01,2608,17.95,82.15,-72.53,-59.9493,-114.843,,
2026-08-20T04:20:43Z,SAT-EO-01,2609,17.7,81.91,-72.55,-59.9641,-114.8183,,
2026-08-20T04:20:49Z,SAT-EO-01,2610,18.72,82.1,-72.64,-59.9766,-114.793,,
2026-08-20T04:20:55Z,SAT-EO-01,2611,18.19,81.73,-72.9,-59.9862,-114.7686,,
2026-08-20T04:21:01Z,SAT-EO-01,2612,17.99,81.9,-72.34,-59.9934,-114.7434,,
2026-08-20T04:21:07Z,SAT-EO-01,2613,18.02,81.69,-73.26,-59.9981,-114.7178,,
2026-08-20T04:21:13Z,SAT-EO-01,2614,18.49,81.99,-72.8,-59.9999,-114.6928,,
2026-08-20T04:21:19Z,SAT-EO-01,2615,17.61,82.43,-72.96,-59.9992,-114.6677,,
2026-08-20T04:21:25Z,SAT-EO-01,2616,17.92,81.87,-73.41,-59.9959,-114.6433,,
2026-08-20T04:21:31Z,SAT-EO-01,2617,17.95,81.92,-72.79,-59.9899,-114.6181,,
2026-08-20T04:21:37Z,SAT-EO-01,2618,17.61,81.76,-72.3,-59.9812,-114.5929,,
2026-08-20T04:21:43Z,SAT-EO-01,2619,17.95,81.81,-73.35,-59.9702,-114.5684,,
2026-08-20T04:21:49Z,SAT-EO-01,2620,17.91,82.28,-71.89,-59.9563,-114.5433,,
2026-08-20T04:21:55Z,SAT-EO-01,2621,17.61,82.0,-72.21,-59.9396,-114.5178,,
2026-08-20T04:22:01Z,SAT-EO-01,2622,17.57,82.5,-72.72,-59.9203,-114.4927,,
2026-08-20T04:22:07Z,SAT-EO-01,2623,18.08,82.25,-73.55,-59.8984,-114.4675,,
2026-08-20T04:22:13Z,SAT-EO-01,2624,18.29,81.96,-72.32,-59.8738,-114.4423,,
2026-08-20T04:22:19Z,SAT-EO-01,2625,17.95,82.04,-73.79,-59.8464,-114.4169,,
2026-08-20T04:22:26Z,SAT-EO-01,2626,18.09,82.01,-72.93,-59.816,-114.3914,,
2026-08-20T04:22:31Z,SAT-EO-01,2627,17.41,82.29,-72.92,-59.7842,-114.3668,,
2026-08-20T04:22:37Z,SAT-EO-01,2628,17.84,82.07,-72.74,-59.7495,-114.342,,
2026-08-20T04:22:44Z,SAT-EO-01,2629,17.77,81.82,-72.42,-59.7113,-114.3166,,
2026-08-20T04:22:50Z,SAT-EO-01,2630,17.77,82.2,-72.65,-59.6702,-114.291,,
2026-08-20T04:22:56Z,SAT-EO-01,2631,17.59,81.57,-73.38,-59.6271,-114.2658,,
2026-08-20T04:23:02Z,SAT-EO-01,2632,18.66,81.62,-72.56,-59.5815,-114.2408,,
2026-08-20T04:23:08Z,SAT-EO-01,2633,17.21,81.9,-73.07,-59.5334,-114.2158,,
2026-08-20T04:23:14Z,SAT-EO-01,2634,18.49,81.98,-72.46,-59.4825,-114.1907,,
2026-08-20T04:23:20Z,SAT-EO-01,2635,17.73,81.83,-72.68,-59.4304,-114.1663,,
2026-08-20T04:23:25Z,SAT-EO-01,2636,18.29,82.42,-72.27,-59.3758,-114.1418,,
2026-08-20T04:23:32Z,SAT-EO-01,2637,17.68,81.88,-72.31,-59.3163,-114.1163,,
2026-08-20T04:23:38Z,SAT-EO-01,2638,17.97,82.07,-71.48,-59.2551,-114.0912,,
2026-08-20T04:23:43Z,SAT-EO-01,2639,18.08,81.91,-73.57,-59.1929,-114.0668,,
2026-08-20T04:23:50Z,SAT-EO-01,2640,18.31,82.01,-71.81,-59.126,-114.0415,,
2026-08-20T04:23:56Z,SAT-EO-01,2641,18.66,81.88,-73.62,-59.0564,-114.0162,,
2026-08-20T04:24:02Z,SAT-EO-01,2642,17.46,82.28,-73.59,-58.9862,-113.9917,,
2026-08-20T04:24:08Z,SAT-EO-01,2643,17.66,82.03,-73.08,-58.9107,-113.9661,,
2026-08-20T04:24:14Z,SAT-EO-01,2644,17.47,82.33,-73.47,-58.835,-113.9414,,
2026-08-20T04:24:19Z,SAT-EO-01,2645,18.59,82.19,-72.22,-58.7578,-113.917,,
2026-08-20T04:24:25Z,SAT-EO-01,2646,17.57,81.98,-71.14,-58.6755,-113.8918,,
2026-08-20T04:24:31Z,SAT-EO-01,2647,18.28,82.33,-73.26,-58.592,-113.867,,
2026-08-20T04:24:37Z,SAT-EO-01,2648,18.01,82.22,-73.39,-58.5071,-113.8425,,
2026-08-20T04:24:43Z,SAT-EO-01,2649,18.54,81.99,-71.89,-58.4199,-113.8181,,
2026-08-20T04:24:49Z,SAT-EO-01,2650,17.85,82.4,-73.4,-58.327,-113.7928,,
2026-08-20T04:24:55Z,SAT-EO-01,2651,17.67,82.09,-71.99,-58.2315,-113.7675,,
2026-08-20T04:25:01Z,SAT-EO-01,2652,18.15,82.35,-73.38,-58.1339,-113.7423,,
2026-08-20T04:25:07Z,SAT-EO-01,2653,18.69,82.38,-71.52,-58.0348,-113.7174,,
2026-08-20T04:25:13Z,SAT-EO-01,2654,18.18,81.98,-72.32,-57.9316,-113.6921,,
2026-08-20T04:25:19Z,SAT-EO-01,2655,17.57,82.23,-71.91,-57.8253,-113.6667,,
2026-08-20T04:25:25Z,SAT-EO-01,2656,18.5,82.23,-72.42,-57.7201,-113.6421,,
2026-08-20T04:25:31Z,SAT-EO-01,2657,17.49,82.16,-72.77,-57.6088,-113.6168,,
2026-08-20T04:25:38Z,SAT-EO-01,2658,18.08,82.03,-72.4,-57.4958,-113.5916,,
2026-08-20T04:25:43Z,SAT-EO-01,2659,18.24,82.25,-72.7,-57.3833,-113.5671,,
2026-08-20T04:25:49Z,SAT-EO-01,2660,18.25,82.39,-72.01,-57.2658,-113.542,,
2026-08-20T04:25:56Z,SAT-EO-01,2661,18.37,82.44,-73.86,-57.1435,-113.5164,,
2026-08-20T04:26:01Z,SAT-EO-01,2662,18.45,82.62,-73.6,-57.023,-113.4918,,
2026-08-20T04:26:07Z,SAT-EO-01,2663,18.15,81.94,-72.01,-56.9004,-113.4672,,
2026-08-20T04:26:13Z,SAT-EO-01,2664,17.74,82.58,-71.42,-56.7705,-113.4417,,
2026-08-20T04:26:20Z,SAT-EO-01,2665,17.77,82.38,-72.57,-56.6403,-113.4166,,
2026-08-20T04:26:25Z,SAT-EO-01,2666,18.41,82.23,-71.89,-56.5109,-113.3921,,
2026-08-20T04:26:31Z,SAT-EO-01,2667,18.62,82.54,-71.56,-56.3772,-113.3672,,
2026-08-20T04:26:37Z,SAT-EO-01,2668,18.17,82.22,-72.63,-56.2421,-113.3426,,
2026-08-20T04:26:43Z,SAT-EO-01,2669,18.94,82.13,-72.03,-56.1018,-113.3175,,
2026-08-20T04:26:49Z,SAT-EO-01,2670,18.85,82.43,-71.92,-55.9589,-113.2923,,
2026-08-20T04:26:55Z,SAT-EO-01,2671,18.58,82.86,-72.54,-55.8156,-113.2675,,
2026-08-20T04:27:01Z,SAT-EO-01,2672,17.93,82.19,-72.41,-55.669,-113.2425,,
2026-08-20T04:27:07Z,SAT-EO-01,2673,18.3,82.92,-71.6,-55.5166,-113.217,,
2026-08-20T04:27:13Z,SAT-EO-01,2674,18.45,82.61,-73.41,-55.3676,-113.1924,,
2026-08-20T04:27:19Z,SAT-EO-01,2675,17.62,82.39,-72.77,-55.2112,-113.1671,,
2026-08-20T04:27:25Z,SAT-EO-01,2676,18.18,82.55,-71.62,-55.0523,-113.1417,,
2026-08-20T04:27:32Z,SAT-EO-01,2677,18.36,82.92,-72.58,-54.8897,-113.1161,,
2026-08-20T04:27:38Z,SAT-EO-01,2678,19.05,82.65,-72.26,-54.7278,-113.0911,,
2026-08-20T04:27:44Z,SAT-EO-01,2679,18.56,82.74,-72.57,-54.5676,-113.0666,,
2026-08-20T04:27:50Z,SAT-EO-01,2680,18.03,82.26,-71.35,-54.4016,-113.0416,,
2026-08-20T04:27:56Z,SAT-EO-01,2681,18.33,82.64,-71.52,-54.2322,-113.0165,,
2026-08-20T04:28:01Z,SAT-EO-01,2682,17.49,82.41,-71.74,-54.0643,-112.992,,
2026-08-20T04:28:07Z,SAT-EO-01,2683,18.16,82.64,-72.68,-53.89,-112.9668,,
2026-08-20T04:28:13Z,SAT-EO-01,2684,18.3,82.31,-72.37,-53.7155,-112.942,,
2026-08-20T04:28:19Z,SAT-EO-01,2685,18.42,82.94,-72.27,-53.5361,-112.9168,,
2026-08-20T04:28:26Z,SAT-EO-01,2686,18.21,82.42,-69.94,-53.3526,-112.8913,,
2026-08-20T04:28:31Z,SAT-EO-01,2687,17.91,82.7,-71.68,-53.1731,-112.8668,,
2026-08-20T04:28:37Z,SAT-EO-01,2688,18.23,83.06,-71.87,-52.9906,-112.8421,,
2026-08-20T04:28:43Z,SAT-EO-01,2689,18.16,82.68,-71.24,-52.8031,-112.8171,,
2026-08-20T04:28:49Z,SAT-EO-01,2690,18.98,82.7,-72.51,-52.6138,-112.7921,,
2026-08-20T04:28:56Z,SAT-EO-01,2691,17.7,83.01,-70.36,-52.4175,-112.7666,,
2026-08-20T04:29:01Z,SAT-EO-01,2692,18.62,82.99,-72.53,-52.2248,-112.7418,,
2026-08-20T04:29:08Z,SAT-EO-01,2693,18.82,83.02,-72.04,-52.0266,-112.7166,,
2026-08-20T04:29:14Z,SAT-EO-01,2694,18.54,83.45,-72.32,-51.8232,-112.691,,
2026-08-20T04:29:20Z,SAT-EO-01,2695,18.13,83.03,-70.85,-51.6204,-112.6658,,
2026-08-20T04:29:26Z,SAT-EO-01,2696,18.86,82.75,-71.43,-51.4165,-112.6407,,
2026-08-20T04:29:32Z,SAT-EO-01,2697,18.21,82.75,-71.18,-51.2151,-112.6162,,
2026-08-20T04:29:38Z,SAT-EO-01,2698,19.42,83.04,-71.17,-51.0108,-112.5916,,
2026-08-20T04:29:43Z,SAT-EO-01,2699,19.07,83.07,-71.57,-50.8049,-112.5671,,
2026-08-20T04:29:49Z,SAT-EO-01,2700,18.9,83.46,-69.76,-50.5976,-112.5427,,
2026-08-20T04:29:55Z,SAT-EO-01,2701,18.82,83.18,-70.84,-50.3798,-112.5173,,
2026-08-20T04:30:01Z,SAT-EO-01,2702,18.76,82.54,-71.2,-50.1578,-112.4917,,
2026-08-20T04:30:08Z,SAT-EO-01,2703,18.76,83.0,-71.41,-49.9377,-112.4666,,
2026-08-20T04:30:14Z,SAT-EO-01,2704,18.91,83.17,-70.58,-49.7174,-112.4416,,
2026-08-20T04:30:19Z,SAT-EO-01,2705,19.1,82.54,-70.13,-49.4958,-112.4168,,
2026-08-20T04:30:25Z,SAT-EO-01,2706,18.99,83.29,-69.98,-49.2709,-112.3919,,
2026-08-20T04:30:31Z,SAT-EO-01,2707,19.27,83.51,-71.54,-49.0452,-112.3671,,
2026-08-20T04:30:37Z,SAT-EO-01,2708,18.87,83.05,-71.76,-48.8194,-112.3425,,
2026-08-20T04:30:43Z,SAT-EO-01,2709,18.54,83.06,-72.13,-48.5856,-112.3173,,
2026-08-20T04:30:49Z,SAT-EO-01,2710,18.93,83.33,-71.57,-48.3472,-112.2918,,
2026-08-20T04:30:56Z,SAT-EO-01,2711,18.36,83.6,-69.51,-48.107,-112.2664,,
2026-08-20T04:31:02Z,SAT-EO-01,2712,18.68,83.34,-70.21,-47.8631,-112.2408,,
2026-08-20T04:31:08Z,SAT-EO-01,2713,18.76,83.57,-69.48,-47.6167,-112.2152,,
2026-08-20T04:31:14Z,SAT-EO-01,2714,18.77,83.48,-72.02,-47.3727,-112.19,,
2026-08-20T04:31:20Z,SAT-EO-01,2715,18.77,83.75,-70.28,-47.1229,-112.1645,,
2026-08-20T04:31:26Z,SAT-EO-01,2716,18.72,83.3,-70.64,-46.8802,-112.1399,,
2026-08-20T04:31:32Z,SAT-EO-01,2717,19.24,83.49,-70.97,-46.6262,-112.1143,,
2026-08-20T04:31:38Z,SAT-EO-01,2718,19.01,83.39,-70.56,-46.3703,-112.0888,,
2026-08-20T04:31:44Z,SAT-EO-01,2719,19.25,83.58,-69.93,-46.1224,-112.0643,,
2026-08-20T04:31:50Z,SAT-EO-01,2720,19.2,83.71,-71.53,-45.8693,-112.0395,,
2026-08-20T04:31:56Z,SAT-EO-01,2721,18.81,83.82,-70.37,-45.6107,-112.0143,,
2026-08-20T04:32:02Z,SAT-EO-01,2722,19.24,83.13,-69.55,-45.3474,-111.9889,,
2026-08-20T04:32:08Z,SAT-EO-01,2723,19.48,83.8,-70.29,-45.0803,-111.9633,,
2026-08-20T04:32:14Z,SAT-EO-01,2724,19.25,83.63,-70.76,-44.8168,-111.9382,,
2026-08-20T04:32:20Z,SAT-EO-01,2725,18.81,83.45,-71.01,-44.5552,-111.9135,,
2026-08-20T04:32:26Z,SAT-EO-01,2726,19.12,83.94,-68.68,-44.2946,-111.8891,,
2026-08-20T04:32:32Z,SAT-EO-01,2727,19.58,83.97,-68.7,-44.0267,-111.8642,,
2026-08-20T04:32:38Z,SAT-EO-01,2728,18.88,83.83,-69.25,-43.75,-111.8386,,
2026-08-20T04:32:44Z,SAT-EO-01,2729,19.32,83.61,-70.14,-43.4755,-111.8134,,
2026-08-20T04:32:50Z,SAT-EO-01,2730,19.4,83.83,-70.04,-43.1952,-111.7879,,
2026-08-20T04:32:56Z,SAT-EO-01,2731,19.08,84.2,-70.59,-42.9176,-111.7628,,
2026-08-20T04:33:02Z,SAT-EO-01,2732,19.62,84.01,-69.86,-42.6436,-111.7382,,
2026-08-20T04:33:08Z,SAT-EO-01,2733,19.72,84.57,-69.79,-42.3621,-111.713,,
2026-08-20T04:33:14Z,SAT-EO-01,2734,19.55,84.03,-69.73,-42.0815,-111.6881,,
2026-08-20T04:33:20Z,SAT-EO-01,2735,19.41,84.25,-69.5,-41.7971,-111.6631,,
2026-08-20T04:33:26Z,SAT-EO-01,2736,19.76,84.15,-69.81,-41.5066,-111.6377,,
2026-08-20T04:33:32Z,SAT-EO-01,2737,20.07,84.15,-69.67,-41.2239,-111.6131,,
2026-08-20T04:33:38Z,SAT-EO-01,2738,19.41,83.91,-70.12,-40.9318,-111.5878,,
2026-08-20T04:33:44Z,SAT-EO-01,2739,19.29,83.76,-70.27,-40.6429,-111.563,,
2026-08-20T04:33:50Z,SAT-EO-01,2740,19.13,84.48,-68.95,-40.3545,-111.5384,,
2026-08-20T04:33:56Z,SAT-EO-01,2741,19.77,84.27,-69.56,-40.0579,-111.5132,,
2026-08-20T04:34:02Z,SAT-EO-01,2742,18.98,84.86,-70.87,-39.7677,-111.4887,,
2026-08-20T04:34:08Z,SAT-EO-01,2743,19.71,83.9,-69.89,-39.4694,-111.4637,,
2026-08-20T04:34:14Z,SAT-EO-01,2744,19.6,84.19,-69.46,-39.1761,-111.4392,,
2026-08-20T04:34:20Z,SAT-EO-01,2745,19.67,84.15,-70.28,-38.8819,-111.4148,,
2026-08-20T04:34:26Z,SAT-EO-01,2746,19.83,84.61,-70.43,-38.5763,-111.3896,,
2026-08-20T04:34:32Z,SAT-EO-01,2747,19.36,84.48,-69.18,-38.2728,-111.3647,,
2026-08-20T04:34:38Z,SAT-EO-01,2748,19.46,84.95,-68.78,-37.9596,-111.3392,,
2026-08-20T04:34:44Z,SAT-EO-01,2749,19.62,84.57,-67.48,-37.6474,-111.3139,,
2026-08-20T04:34:50Z,SAT-EO-01,2750,20.03,84.57,-69.84,-37.3369,-111.2888,,
2026-08-20T04:34:56Z,SAT-EO-01,2751,19.29,84.58,-67.84,-37.0324,-111.2644,,
2026-08-20T04:35:02Z,SAT-EO-01,2752,19.95,84.22,-70.18,-36.7189,-111.2393,,
2026-08-20T04:35:08Z,SAT-EO-01,2753,20.02,84.54,-69.58,-36.3989,-111.2139,,
2026-08-20T04:35:14Z,SAT-EO-01,2754,20.32,84.56,-69.22,-36.0858,-111.1892,,
2026-08-20T04:35:20Z,SAT-EO-01,2755,19.79,84.81,-68.17,-35.7752,-111.1647,,
2026-08-20T04:35:26Z,SAT-EO-01,2756,19.85,84.71,-69.26,-35.4601,-111.14,,
2026-08-20T04:35:32Z,SAT-EO-01,2757,20.27,84.95,-69.06,-35.1381,-111.115,,
2026-08-20T04:35:38Z,SAT-EO-01,2758,19.95,85.67,-68.64,-34.8182,-111.0902,,
2026-08-20T04:35:44Z,SAT-EO-01,2759,20.21,84.98,-68.14,-34.489,-111.0648,,
2026-08-20T04:35:50Z,SAT-EO-01,2760,20.08,85.12,-68.25,-34.1692,-111.0402,,
2026-08-20T04:35:56Z,SAT-EO-01,2761,19.95,84.93,-68.02,-33.8477,-111.0156,,
2026-08-20T04:36:02Z,SAT-EO-01,2762,19.55,84.84,-70.4,-33.5137,-110.9902,,
2026-08-20T04:36:08Z,SAT-EO-01,2763,20.1,85.17,-70.05,-33.1758,-110.9646,,
2026-08-20T04:36:14Z,SAT-EO-01,2764,19.91,85.02,-68.54,-32.8459,-110.9397,,
2026-08-20T04:36:20Z,SAT-EO-01,2765,20.03,85.06,-68.37,-32.517,-110.915,,
2026-08-20T04:36:26Z,SAT-EO-01,2766,20.16,85.51,-67.97,-32.1871,-110.8903,,
2026-08-20T04:36:32Z,SAT-EO-01,2767,19.77,85.16,-69.12,-31.8486,-110.8651,,
2026-08-20T04:36:38Z,SAT-EO-01,2768,21.06,84.84,-69.22,-31.5077,-110.8398,,
2026-08-20T04:36:44Z,SAT-EO-01,2769,19.92,85.15,-68.83,-31.1728,-110.8151,,
2026-08-20T04:36:50Z,SAT-EO-01,2770,19.94,85.55,-69.18,-30.841,-110.7906,,
2026-08-20T04:36:56Z,SAT-EO-01,2771,20.64,85.68,-68.13,-30.5029,-110.7659,,
2026-08-20T04:37:02Z,SAT-EO-01,2772,20.27,85.44,-68.36,-30.1687,-110.7415,,
2026-08-20T04:37:07Z,SAT-EO-01,2773,20.39,85.23,-69.28,-29.828,-110.7167,,
2026-08-20T04:37:14Z,SAT-EO-01,2774,20.69,85.38,-67.06,-29.4824,-110.6916,,
2026-08-20T04:37:20Z,SAT-EO-01,2775,19.85,85.75,-67.96,-29.13,-110.6662,,
2026-08-20T04:37:26Z,SAT-EO-01,2776,20.37,85.24,-68.97,-28.7758,-110.6407,,
2026-08-20T04:37:32Z,SAT-EO-01,2777,20.01,85.7,-69.22,-28.4316,-110.616,,
2026-08-20T04:37:38Z,SAT-EO-01,2778,20.16,85.51,-67.27,-28.0733,-110.5904,,
2026-08-20T04:37:44Z,SAT-EO-01,2779,19.9,85.79,-67.28,-27.7291,-110.566,,
2026-08-20T04:37:50Z,SAT-EO-01,2780,20.49,85.97,-66.52,-27.3745,-110.5408,,
2026-08-20T04:37:56Z,SAT-EO-01,2781,20.48,86.04,-68.53,-27.0133,-110.5153,,
2026-08-20T04:38:02Z,SAT-EO-01,2782,19.84,85.89,-66.36,-26.6639,-110.4907,,
2026-08-20T04:38:08Z,SAT-EO-01,2783,20.49,85.58,-68.02,-26.3149,-110.4662,,
2026-08-20T04:38:14Z,SAT-EO-01,2784,20.89,86.18,-69.62,-25.9544,-110.4409,,
2026-08-20T04:38:20Z,SAT-EO-01,2785,20.44,86.05,-69.61,-25.597,-110.416,,
2026-08-20T04:38:26Z,SAT-EO-01,2786,20.59,86.08,-69.64,-25.2407,-110.3912,,
2026-08-20T04:38:32Z,SAT-EO-01,2787,21.17,85.97,-68.38,-24.8736,-110.3658,,
2026-08-20T04:38:38Z,SAT-EO-01,2788,20.95,86.4,-68.36,-24.5139,-110.3409,,
2026-08-20T04:38:44Z,SAT-EO-01,2789,21.07,85.89,-69.43,-24.1594,-110.3165,,
2026-08-20T04:38:50Z,SAT-EO-01,2790,21.37,86.15,-69.02,-23.7949,-110.2914,,
2026-08-20T04:38:56Z,SAT-EO-01,2791,20.65,86.38,-67.63,-23.4301,-110.2664,,
2026-08-20T04:39:01Z,SAT-EO-01,2792,21.09,86.05,-68.58,-23.073,-110.242,,
2026-08-20T04:39:07Z,SAT-EO-01,2793,20.34,85.99,-67.05,-22.7084,-110.2172,,
2026-08-20T04:39:13Z,SAT-EO-01,2794,20.29,86.48,-67.52,-22.3468,-110.1926,,
2026-08-20T04:39:19Z,SAT-EO-01,2795,20.7,86.59,-67.78,-21.9784,-110.1676,,
2026-08-20T04:39:25Z,SAT-EO-01,2796,20.83,86.71,-67.66,-21.6095,-110.1427,,
2026-08-20T04:39:31Z,SAT-EO-01,2797,21.36,86.69,-68.13,-21.2301,-110.1171,,
2026-08-20T04:39:37Z,SAT-EO-01,2798,21.51,86.79,-68.99,-20.8595,-110.0921,,
